Date,Open,High,Low,Close,Adj Close,Volume
2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.9018635749816895,850306800
2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.86140251159668,478270800
2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.9239068031311035,632886800
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.891596794128418,370361600
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,5.998788833618164,550345600
2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.050421714782715,655468800
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.141609191894531,543737600
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.115945339202881,436396800
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.1274189949035645,422825200
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.089373588562012,415469600
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.051629543304443,390563600
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.9501752853393555,575094800
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.058876991271973,460566400
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.099337100982666,665126000
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.178448677062988,507460800
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.310399055480957,550093600
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.306171894073486,566546400
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.320663928985596,372052800
2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.362331390380859,366041200
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.611138343811035,899620400
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.615063667297363,429889600
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.7340312004089355,920259200
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.7889838218688965,596218000
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.808913230895996,405700400
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.842128276824951,416323600
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.758790016174316,493502800
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.7772088050842285,446908000
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.767245769500732,450956800
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.7832489013671875,342109600
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.710781097412109,559445600
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.786266803741455,456419600
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.895271301269531,602431200
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.9257683753967285,597780400
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.8436384201049805,542284400
2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,6.97196626663208,640875200
2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.016955852508545,540744400
2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.121429920196533,527310000
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.095763683319092,430659600
2010-04-01,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.125051975250244,603145200
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.201144695281982,684507600
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.232847690582275,447017200
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.2648539543151855,628502000
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.245227813720703,572989200
2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.300784111022949,334182800
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.315883159637451,333026400
2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.320108890533447,306210800
2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.418544769287109,404076400
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.5160746574401855,376784800
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.470180034637451,750545600
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.460215091705322,566924400
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.385331153869629,738326400
2010-04-21,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,7.827083110809326,982391200
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,8.045990943908691,793424800
2010-04-23,9.571070671081543,9.72071361541748,9.535714149475098,9.672499656677246,8.177641868591309,796955600
2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.137481689453125,479068800
2010-04-27,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,7.9122314453125,709343600
2010-04-28,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.898945331573486,758402400
2010-04-29,9.393570899963379,9.64285659790039,9.357500076293945,9.59428596496582,8.1115140914917,558840800
2010-04-30,9.618213653564453,9.663213729858398,9.321429252624512,9.3246431350708,7.883544921875,542463600
2010-05-03,9.422857284545898,9.567143440246582,9.388570785522461,9.512499809265137,8.042367935180664,454342000
2010-05-04,9.38892936706543,9.403214454650879,9.16964340209961,9.238571166992188,7.8107757568359375,723819600
2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,7.729555130004883,883103200
2010-05-06,9.065357208251953,9.223214149475098,7.1160712242126465,8.79464340209961,7.435455322265625,1285860800
2010-05-07,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,7.121732234954834,1676018400
2010-05-10,8.9375,9.094642639160156,8.876070976257324,9.071070671081543,7.669163227081299,984306400
2010-05-11,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,7.745554447174072,848906800
2010-05-12,9.258570671081543,9.397500038146973,9.239286422729492,9.360357284545898,7.913737773895264,654379600
2010-05-13,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.801116466522217,599712400
2010-05-14,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.664031028747559,759362800
2010-05-17,9.096428871154785,9.149286270141602,8.846785545349121,9.079285621643066,7.676106929779053,762834800
2010-05-18,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,7.619944095611572,782678400
2010-05-19,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.498562335968018,1025726800
2010-05-20,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,7.179103374481201,1282915200
2010-05-21,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,7.316790580749512,1223891200
2010-05-24,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.4508538246154785,754238800
2010-05-25,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.404356002807617,1048006400
2010-05-26,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,7.370837211608887,850654000
2010-05-27,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.649837970733643,666282400
2010-05-28,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671875,7.756426811218262,815614800
2010-06-01,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,7.875692367553711,876472800
2010-06-02,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,7.9698991775512695,688548000
2010-06-03,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,7.944841384887695,650106800
2010-06-04,9.221785545349121,9.353570938110352,9.093929290771484,9.14142894744873,7.728645324707031,758304400
2010-06-07,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,7.577071189880371,886942000
2010-06-08,9.044285774230957,9.064286231994629,8.773214340209961,8.904643058776855,7.5284528732299805,1000770400
2010-06-09,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,7.343361854553223,854630000
2010-06-10,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,7.564083576202393,776356000
2010-06-11,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918457,7.654669761657715,545759200
2010-06-14,9.14142894744873,9.255356788635254,9.071785926818848,9.081428527832031,7.677919387817383,602960400
2010-06-15,9.130000114440918,9.280357360839844,9.125,9.274642944335938,7.841271877288818,585074000
2010-06-16,9.324999809265137,9.5625,9.30821418762207,9.54464340209961,8.069544792175293,783678000
2010-06-17,9.664285659790039,9.746429443359375,9.625,9.709643363952637,8.20904541015625,872855200
2010-06-18,9.723214149475098,9.821429252624512,9.693571090698242,9.788213729858398,8.275471687316895,784621600
2010-06-21,9.917499542236328,9.964642524719238,9.59749984741211,9.64892864227295,8.157712936401367,776490400
2010-06-22,9.720000267028809,9.856071472167969,9.696429252624512,9.780357360839844,8.268828392028809,717262000
2010-06-23,9.806428909301758,9.809286117553711,9.567856788635254,9.677499771118164,8.181868553161621,768457200
2010-06-24,9.678570747375488,9.757143020629883,9.574999809265137,9.60714340209961,8.122386932373047,714277200
2010-06-25,9.645000457763672,9.65250015258789,9.493213653564453,9.524999618530273,8.052933692932129,549942400
2010-06-28,9.53321361541748,9.633929252624512,9.447142601013184,9.58214282989502,8.101250648498535,584948000
2010-06-29,9.432856559753418,9.442500114440918,9.08214282989502,9.14892864227295,7.734990119934082,1133344800
2010-06-30,9.168213844299316,9.213213920593262,8.928929328918457,8.983214378356934,7.594882965087891,739452000
2010-07-01,9.08214282989502,9.100000381469727,8.686429023742676,8.874285697937012,7.5027923583984375,1022896000
2010-07-02,8.946070671081543,8.961786270141602,8.685713768005371,8.819286346435547,7.456290245056152,693842800
2010-07-06,8.964285850524902,9.028571128845215,8.791428565979004,8.879643440246582,7.507318496704102,615235600
2010-07-07,8.946070671081543,9.241786003112793,8.91964340209961,9.238213539123535,7.810472011566162,654556000
2010-07-08,9.374285697937012,9.389286041259766,9.103214263916016,9.217499732971191,7.792960166931152,738144400
2010-07-09,9.174642562866211,9.282142639160156,9.1128568649292,9.272143363952637,7.83915901184082,433322400
2010-07-12,9.233214378356934,9.351785659790039,9.102143287658691,9.188928604125977,7.7688069343566895,562878400
2010-07-13,9.15428638458252,9.157142639160156,8.801071166992188,8.992856979370117,7.603035926818848,1190924000
2010-07-14,8.906429290771484,9.135713577270508,8.89285659790039,9.026070594787598,7.631117343902588,812047600
2010-07-15,8.865357398986816,9.177499771118164,8.83214282989502,8.98035717010498,7.592465877532959,824866000
2010-07-16,9.042142868041992,9.106071472167969,8.871786117553711,8.925000190734863,7.545666694641113,1039858400
2010-07-19,8.924285888671875,8.924285888671875,8.557143211364746,8.770713806152344,7.415223598480225,1024478000
2010-07-20,8.675000190734863,9.032142639160156,8.571785926818848,8.996070861816406,7.605754852294922,1074950800
2010-07-21,9.467499732971191,9.469642639160156,9.071429252624512,9.079999923706055,7.67671012878418,1185671200
2010-07-22,9.20285701751709,9.285714149475098,9.118213653564453,9.250714302062988,7.821040630340576,645318800
2010-07-23,9.181785583496094,9.299285888671875,9.152856826782227,9.283571243286133,7.848822593688965,533388800
2010-07-26,9.285714149475098,9.289285659790039,9.20392894744873,9.260000228881836,7.828891754150391,420551600
2010-07-27,9.31678581237793,9.45714282989502,9.296428680419922,9.431428909301758,7.97382926940918,584771600
2010-07-28,9.416786193847656,9.499643325805664,9.29464340209961,9.319999694824219,7.879617691040039,519985200
2010-07-29,9.311071395874023,9.380356788635254,9.146429061889648,9.21821403503418,7.793564796447754,643806800
2010-07-30,9.13892936706543,9.274999618530273,9.103570938110352,9.1875,7.767597198486328,448210000
2010-08-02,9.30142879486084,9.378213882446289,9.272143363952637,9.351785659790039,7.906494617462158,428055600
2010-08-03,9.321785926818848,9.402142524719238,9.265000343322754,9.354642868041992,7.908910751342773,417653600
2010-08-04,9.3871431350708,9.438570976257324,9.296786308288574,9.392143249511719,7.940614223480225,420375200
2010-08-05,9.34749984741211,9.399286270141602,9.305356979370117,9.346428871154785,7.901963233947754,289097200
2010-08-06,9.277856826782227,9.338929176330566,9.201070785522461,9.288928985595703,7.85335111618042,444897600
2010-08-09,9.338570594787598,9.362500190734863,9.270357131958008,9.348214149475098,7.90347146987915,303128000
2010-08-10,9.280357360839844,9.301786422729492,9.198213577270508,9.264642715454102,7.832817554473877,451920000
2010-08-11,9.121429443359375,9.131786346435547,8.921786308288574,8.935357093811035,7.554419994354248,620054400
2010-08-12,8.810357093811035,9.039285659790039,8.789999961853027,8.992500305175781,7.602733612060547,534920400
2010-08-13,8.987500190734863,8.99571418762207,8.896071434020996,8.896429061889648,7.521509647369385,354869200
2010-08-16,8.842143058776855,8.928929328918457,8.807856559753418,8.84428596496582,7.477426528930664,318430000
2010-08-17,8.931428909301758,9.093929290771484,8.899999618530273,8.998929023742676,7.608168125152588,422640400
2010-08-18,9.012857437133789,9.095356941223145,8.984999656677246,9.038213729858398,7.641383647918701,339696000
2010-08-19,9.029999732971191,9.052857398986816,8.881428718566895,8.924285888671875,7.545062065124512,426706000
2010-08-20,8.90678596496582,9.068571090698242,8.89285659790039,8.915714263916016,7.537813663482666,384230000
2010-08-23,8.992500305175781,9.0,8.758929252624512,8.778571128845215,7.4218645095825195,414041600
2010-08-24,8.666786193847656,8.678570747375488,8.523214340209961,8.568928718566895,7.244624137878418,602565600
2010-08-25,8.501428604125977,8.713929176330566,8.471428871154785,8.674642562866211,7.334002494812012,596867600
2010-08-26,8.766071319580078,8.776785850524902,8.581428527832031,8.581428527832031,7.255192756652832,466505200
2010-08-27,8.633929252624512,8.664643287658691,8.412857055664062,8.62928581237793,7.295653343200684,548391200
2010-08-30,8.598570823669434,8.776785850524902,8.59571361541748,8.660714149475098,7.322224140167236,383289200
2010-08-31,8.637499809265137,8.734286308288574,8.583929061889648,8.682143211364746,7.340341091156006,420786800
2010-09-01,8.838213920593262,8.980713844299316,8.795714378356934,8.940357208251953,7.558649063110352,697037600
2010-09-02,8.973570823669434,9.006071090698242,8.8774995803833,9.006071090698242,7.614208221435547,415427600
2010-09-03,9.110357284545898,9.242142677307129,9.089285850524902,9.241786003112793,7.8134918212890625,520788800
2010-09-07,9.165714263916016,9.268928527832031,9.151785850524902,9.207500457763672,7.78450345993042,342557600
2010-09-08,9.277856826782227,9.442500114440918,9.253570556640625,9.390000343322754,7.938802719116211,526551200
2010-09-09,9.465714454650879,9.518570899963379,9.390000343322754,9.395357131958008,7.9433274269104,438575200
2010-09-10,9.399642944335938,9.446429252624512,9.335714340209961,9.407500267028809,7.953597068786621,387542400
2010-09-13,9.493571281433105,9.581428527832031,9.491429328918457,9.537142753601074,8.063200950622559,388780000
2010-09-14,9.507499694824219,9.613213539123535,9.482856750488281,9.57357120513916,8.09400463104248,408150400
2010-09-15,9.577500343322754,9.656429290771484,9.565713882446289,9.650713920593262,8.159225463867188,429368800
2010-09-16,9.651429176330566,9.881071090698242,9.625,9.8774995803833,8.350957870483398,652103200
2010-09-17,9.917499542236328,9.927143096923828,9.774286270141602,9.834643363952637,8.314730644226074,634477200
2010-09-20,9.859999656677246,10.135000228881836,9.851785659790039,10.115357398986816,8.552058219909668,658677600
2010-09-21,10.137857437133789,10.262499809265137,10.099642753601074,10.134642601013184,8.568363189697266,668074400
2010-09-22,10.096785545349121,10.28499984741211,10.086071014404297,10.276785850524902,8.68853759765625,585289600
2010-09-23,10.22607135772705,10.455714225769043,10.214285850524902,10.318571090698242,8.723865509033203,786116800
2010-09-24,10.432143211364746,10.483214378356934,10.376786231994629,10.4399995803833,8.826528549194336,649488000
2010-09-27,10.499285697937012,10.526070594787598,10.393214225769043,10.398571014404297,8.791500091552734,482834800
2010-09-28,10.420356750488281,10.420356750488281,9.821429252624512,10.244999885559082,8.661664009094238,1035042400
2010-09-29,10.258213996887207,10.350357055664062,10.214285850524902,10.263214111328125,8.677063941955566,469644000
2010-09-30,10.321429252624512,10.35714340209961,10.04464340209961,10.133929252624512,8.567755699157715,673391600
2010-10-01,10.219642639160156,10.234999656677246,10.048213958740234,10.09000015258789,8.530620574951172,448142800
2010-10-04,10.057143211364746,10.103570938110352,9.920356750488281,9.95142936706543,8.413464546203613,435302000
2010-10-05,10.071429252624512,10.337499618530273,10.0649995803833,10.319286346435547,8.724470138549805,501967200
2010-10-06,10.342499732971191,10.428214073181152,10.187856674194336,10.328213691711426,8.732016563415527,670868800
2010-10-07,10.369285583496094,10.374285697937012,10.246786117553711,10.329285621643066,8.732919692993164,408399600
2010-10-08,10.418213844299316,10.51785659790039,10.35714340209961,10.5024995803833,8.879364013671875,658403200
2010-10-11,10.526429176330566,10.615714073181152,10.521429061889648,10.54857063293457,8.918319702148438,427753200
2010-10-12,10.5503568649292,10.696429252624512,10.446070671081543,10.662142753601074,9.014341354370117,558544000
2010-10-13,10.721428871154785,10.784285545349121,10.70714282989502,10.71928596496582,9.062647819519043,630092400
2010-10-14,10.774642944335938,10.802499771118164,10.728570938110352,10.796786308288574,9.12817096710205,435296400
2010-10-15,10.979999542236328,11.25,10.889642715454102,11.240714073181152,9.503491401672363,922194000
2010-10-18,11.373929023742676,11.39285659790039,11.224642753601074,11.35714340209961,9.601929664611816,1093010800
2010-10-19,10.835714340209961,11.206070899963379,10.71500015258789,11.053214073181152,9.34497356414795,1232784000
2010-10-20,11.035714149475098,11.223214149475098,10.959643363952637,11.090356826782227,9.376373291015625,721624400
2010-10-21,11.15571403503418,11.240714073181152,10.95714282989502,11.054286003112793,9.345877647399902,551460000
2010-10-22,11.038213729858398,11.072856903076172,10.939286231994629,10.981071472167969,9.283976554870605,372778000
2010-10-25,11.038928985595703,11.128570556640625,11.015713691711426,11.029999732971191,9.32534408569336,392462000
2010-10-26,10.959643363952637,11.062143325805664,10.916070938110352,11.001786231994629,9.301492691040039,392929600
2010-10-27,10.987500190734863,11.067856788635254,10.914285659790039,10.993928909301758,9.294848442077637,399002800
2010-10-28,10.998213768005371,11.0,10.746429443359375,10.901429176330566,9.216641426086426,551051200
2010-10-29,10.865357398986816,10.924285888671875,10.745356559753418,10.749285697937012,9.088014602661133,430511200
2010-11-01,10.793571472167969,10.914285659790039,10.79285717010498,10.863571166992188,9.184633255004883,423889200
2010-11-02,10.964285850524902,11.078213691711426,10.964285850524902,11.04857063293457,9.341044425964355,433930000
2010-11-03,11.120356559753418,11.174285888671875,11.018928527832031,11.171428680419922,9.444918632507324,508348400
2010-11-04,11.266071319580078,11.4350004196167,11.251070976257324,11.366786003112793,9.610078811645508,642488000
2010-11-05,11.356785774230957,11.413213729858398,11.3125,11.326070785522461,9.575654029846191,361253200
2010-11-08,11.328571319580078,11.420356750488281,11.312856674194336,11.37928581237793,9.620646476745605,281758400
2010-11-09,11.466071128845215,11.475000381469727,11.23214340209961,11.28857135772705,9.543953895568848,383544000
2010-11-10,11.308570861816406,11.384642601013184,11.198213577270508,11.358214378356934,9.60283374786377,384227200
2010-11-11,11.25,11.371429443359375,11.223214149475098,11.308929443359375,9.561164855957031,361284000
2010-11-12,11.285714149475098,11.303570747375488,10.843929290771484,11.001070976257324,9.300885200500488,795846800
2010-11-15,11.01642894744873,11.090714454650879,10.938214302062988,10.965714454650879,9.270992279052734,403606000
2010-11-16,10.918571472167969,10.985713958740234,10.6899995803833,10.771071434020996,9.106432914733887,657650000
2010-11-17,10.757143020629883,10.856785774230957,10.634285926818848,10.73214340209961,9.073518753051758,479449600
2010-11-18,10.899999618530273,11.059642791748047,10.881786346435547,11.01535701751709,9.31296443939209,494491200
2010-11-19,10.998929023742676,11.014286041259766,10.901429176330566,10.954643249511719,9.261632919311523,384843200
2010-11-22,10.95285701751709,11.191429138183594,10.923929214477539,11.191429138183594,9.461824417114258,393075200
2010-11-23,11.087499618530273,11.133929252624512,10.94857120513916,11.026070594787598,9.322022438049316,519447600
2010-11-24,11.14285659790039,11.264286041259766,11.133929252624512,11.242856979370117,9.505305290222168,413725200
2010-11-26,11.204999923706055,11.346428871154785,11.17642879486084,11.25,9.51134204864502,237585600
2010-11-29,11.26785659790039,11.338570594787598,11.12071418762207,11.31678581237793,9.5678071975708,445785200
2010-11-30,11.197856903076172,11.227143287658691,11.102499961853027,11.112500190734863,9.395095825195312,501858000
2010-12-01,11.259642601013184,11.348214149475098,11.25,11.300000190734863,9.553617477416992,461750800
2010-12-02,11.340356826782227,11.39285659790039,11.246070861816406,11.362500190734863,9.606456756591797,462837200
2010-12-03,11.321785926818848,11.380356788635254,11.297857284545898,11.337142944335938,9.5850191116333,342092800
2010-12-06,11.380000114440918,11.511786460876465,11.372142791748047,11.433929443359375,9.666848182678223,448481600
2010-12-07,11.564286231994629,11.571070671081543,11.361429214477539,11.364643096923828,9.608268737792969,391454000
2010-12-08,11.415356636047363,11.46500015258789,11.325357437133789,11.464642524719238,9.692815780639648,321935600
2010-12-09,11.504643440246582,11.51785659790039,11.393570899963379,11.420000076293945,9.655071258544922,294151200
2010-12-10,11.416070938110352,11.466071128845215,11.378570556640625,11.44857120513916,9.67922592163086,262511200
2010-12-13,11.584643363952637,11.609286308288574,11.464285850524902,11.488213539123535,9.712742805480957,439815600
2010-12-14,11.490357398986816,11.519286155700684,11.39285659790039,11.438928604125977,9.671072959899902,351008000
2010-12-15,11.428570747375488,11.535714149475098,11.399642944335938,11.441429138183594,9.673186302185059,417312000
2010-12-16,11.467499732971191,11.521785736083984,11.432143211364746,11.473214149475098,9.700056076049805,322030800
2010-12-17,11.486785888671875,11.492500305175781,11.436785697937012,11.450357437133789,9.680736541748047,386929200
2010-12-20,11.485713958740234,11.54464340209961,11.365357398986816,11.507499694824219,9.729049682617188,385610400
2010-12-21,11.535714149475098,11.585356712341309,11.501786231994629,11.578571319580078,9.789134979248047,256354000
2010-12-22,11.584285736083984,11.632857322692871,11.555356979370117,11.6128568649292,9.818123817443848,265921600
2010-12-23,11.60714340209961,11.612500190734863,11.541786193847656,11.557143211364746,9.771018028259277,223157200
2010-12-27,11.530357360839844,11.622857093811035,11.482856750488281,11.59571361541748,9.80362606048584,249816000
2010-12-28,11.639642715454102,11.666428565979004,11.609286308288574,11.623929023742676,9.82748031616211,175924000
2010-12-29,11.650713920593262,11.658928871154785,11.610713958740234,11.617500305175781,9.82204532623291,163139200
2010-12-30,11.624285697937012,11.625356674194336,11.537500381469727,11.559286117553711,9.772830963134766,157494400
2010-12-31,11.533928871154785,11.552857398986816,11.475357055664062,11.520000457763672,9.739614486694336,193508000
2011-01-03,11.630000114440918,11.795000076293945,11.601428985595703,11.770357131958008,9.951277732849121,445138400
2011-01-04,11.872857093811035,11.875,11.719642639160156,11.831786155700684,10.003216743469238,309080800
2011-01-05,11.76964282989502,11.940713882446289,11.76785659790039,11.928570747375488,10.085042953491211,255519600
2011-01-06,11.954285621643066,11.973214149475098,11.889286041259766,11.918929100036621,10.076891899108887,300428800
2011-01-07,11.928214073181152,12.012499809265137,11.853570938110352,12.00428581237793,10.149057388305664,311931200
2011-01-10,12.10107135772705,12.258213996887207,12.041786193847656,12.23035717010498,10.340188026428223,448560000
2011-01-11,12.317143440246582,12.319999694824219,12.123929023742676,12.20142936706543,10.315731048583984,444108000
2011-01-12,12.258929252624512,12.301071166992188,12.214285850524902,12.300713539123535,10.399670600891113,302590400
2011-01-13,12.327142715454102,12.380000114440918,12.280357360839844,12.34571361541748,10.437716484069824,296780400
2011-01-14,12.353214263916016,12.445713996887207,12.30142879486084,12.445713996887207,10.522263526916504,308840000
2011-01-18,11.768570899963379,12.312856674194336,11.64285659790039,12.166070938110352,10.285841941833496,1880998000
2011-01-19,12.441070556640625,12.449999809265137,12.031429290771484,12.101428985595703,10.231186866760254,1135612800
2011-01-20,12.01535701751709,12.08214282989502,11.789999961853027,11.881428718566895,10.045188903808594,764789200
2011-01-21,11.920356750488281,11.960000038146973,11.665356636047363,11.668571472167969,9.865224838256836,754401200
2011-01-24,11.673929214477539,12.051786422729492,11.668571472167969,12.051786422729492,10.189215660095215,574683200
2011-01-25,12.011786460876465,12.194286346435547,11.948928833007812,12.192856788635254,10.308484077453613,546868000
2011-01-26,12.248571395874023,12.342857360839844,12.196429252624512,12.280357360839844,10.382462501525879,506875600
2011-01-27,12.277856826782227,12.310357093811035,12.243928909301758,12.257499694824219,10.363138198852539,285026000
2011-01-28,12.291786193847656,12.300000190734863,11.911786079406738,12.003570556640625,10.148451805114746,592057200
2011-01-31,11.992856979370117,12.144286155700684,11.939286231994629,12.118571281433105,10.245681762695312,377246800
2011-02-01,12.189286231994629,12.344642639160156,12.177857398986816,12.322500228881836,10.4180908203125,426633200
